"esm","experiment","region","iasd","tas_change","pr_pct"
"CESM2-WACCM","ssp126","ARP",0.31952677784469,1.37864943551375,-6.08368963814531
"CESM2-WACCM","ssp126","CAF",0.278361289072714,1.56809464812653,3.36014249821532
"CESM2-WACCM","ssp126","CAR",0.189123792056022,1.16364737164582,-1.48478112419584
"CESM2-WACCM","ssp126","CAU",0.40684318943582,1.93487672584416,-11.1915243304237
"CESM2-WACCM","ssp126","CNA",0.624459742443317,2.15493971290158,7.91357000515545
"CESM2-WACCM","ssp126","EAS",0.321091466928071,1.55371374346464,9.79265588303574
"CESM2-WACCM","ssp126","EAU",0.33270628909852,1.55813975491463,-7.38450525153866
"CESM2-WACCM","ssp126","ECA",0.480544665013127,1.62951388258489,8.38604561930289
"CESM2-WACCM","ssp126","EEU",0.851396018339181,1.84646582230516,-0.0714320779986468
"CESM2-WACCM","ssp126","ENA",0.414703863659495,1.91603217339969,5.54780224338556
"CESM2-WACCM","ssp126","ESAF",0.301375587961482,1.50088125522063,0.861750203389927
"CESM2-WACCM","ssp126","ESB",0.693695772799614,1.60243914174896,9.26102824169462
"CESM2-WACCM","ssp126","MDG",0.24405723573947,1.37601630872302,2.68946557766234
"CESM2-WACCM","ssp126","MED",0.300219481414473,1.09730024840633,-8.06753577470175
"CESM2-WACCM","ssp126","NAU",0.388013161199975,1.27027100400892,-6.36477901382047
"CESM2-WACCM","ssp126","NCA",0.280699538075851,1.26763736640618,-7.86542037553223
"CESM2-WACCM","ssp126","NEAF",0.247470364507363,1.52188415899792,13.1338208835067
"CESM2-WACCM","ssp126","NEN",0.66106283843347,1.97604549944231,5.22058448010552
"CESM2-WACCM","ssp126","NES",0.423183256899139,1.59112227421184,1.68126901564805
"CESM2-WACCM","ssp126","NEU",0.573823539480518,-0.0319991441940033,-1.12570012073927
"CESM2-WACCM","ssp126","NSA",0.414126378876711,1.642468951902,-5.63461658591008
"CESM2-WACCM","ssp126","NWN",0.747910562393987,2.23748895652261,9.68961591749744
"CESM2-WACCM","ssp126","NWS",0.451774732106682,1.92057930114538,8.00143969018025
"CESM2-WACCM","ssp126","NZ",0.266531216788586,1.48375546989234,1.59385679893468
"CESM2-WACCM","ssp126","RAR",0.795358024528443,1.75064209792333,6.71157197450518
"CESM2-WACCM","ssp126","RFE",0.478618440916039,1.62181635487912,7.52639393821406
"CESM2-WACCM","ssp126","SAH",0.409629192891743,1.31148371484403,-9.22932366774968
"CESM2-WACCM","ssp126","SAM",0.482615908934696,2.2278073876098,-4.77370910863123
"CESM2-WACCM","ssp126","SAS",0.341004928293027,1.63566675601811,-1.93669794866313
"CESM2-WACCM","ssp126","SAU",0.223803765059882,1.70420627707313,-4.31052293022219
"CESM2-WACCM","ssp126","SCA",0.255762165170598,1.43642451584236,-4.47228731274728
"CESM2-WACCM","ssp126","SEA",0.196122455405592,1.20091402269355,-1.29653072824597
"CESM2-WACCM","ssp126","SEAF",0.232745512452344,1.36849335003006,15.7279229150547
"CESM2-WACCM","ssp126","SES",0.32251920591551,1.46808323120888,12.6681879380954
"CESM2-WACCM","ssp126","SSA",0.241638247346541,1.09541791647064,4.00727930039926
"CESM2-WACCM","ssp126","SWS",0.334672806409332,1.83729372219483,-6.57939981255115
"CESM2-WACCM","ssp126","TIB",0.35791836226853,1.70051466526382,5.90754689531778
"CESM2-WACCM","ssp126","WAF",0.336457955685854,1.62485076778063,-3.13084036358739
"CESM2-WACCM","ssp126","WCA",0.429863644735826,1.42794673862977,1.76834512374493
"CESM2-WACCM","ssp126","WCE",0.612532405823338,0.962639805068591,1.35160503323982
"CESM2-WACCM","ssp126","WNA",0.53379849486362,1.71960116560706,12.5706457288019
"CESM2-WACCM","ssp126","WSAF",0.313877868744817,1.55024753937903,-4.6261405958702
"CESM2-WACCM","ssp126","WSB",0.853758395650464,2.00083387008891,3.05408325786996
"CESM2-WACCM","ssp245","ARP",0.288191843689051,2.59466287252542,-4.45202379531802
