pr,year,esm,experiment,ensemble,variable,continent,type,name,acronym
2.3528972692863398e-05,2012,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.6238446100469243e-05,2013,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.548502928964484e-05,2014,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN
2.0570027816574606e-05,1980,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1000976096321306e-05,1981,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.195488619462781e-05,1982,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.0892458622841417e-05,1983,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1435484973279997e-05,1984,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1601742191474134e-05,1985,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1715143446608495e-05,1986,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1441861030885507e-05,1987,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1655756312740874e-05,1988,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1932179092207714e-05,1989,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.0229134449029024e-05,1990,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1369438602564863e-05,1991,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.973442528038375e-05,1992,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1192915808906323e-05,1993,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1341136486470764e-05,1994,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.0871864981442687e-05,1995,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.169162696324458e-05,1996,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.2926194748243984e-05,1997,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.2403640168003628e-05,1998,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.321005194577474e-05,1999,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.0655725910633708e-05,2000,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.197067513690391e-05,2001,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.070876973223114e-05,2002,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1819342508702727e-05,2003,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.3076211335529308e-05,2004,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.181555017620998e-05,2005,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.01702280616045e-05,2006,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1034970933544134e-05,2007,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.210844222103945e-05,2008,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.253994712117184e-05,2009,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1083055838881876e-05,2010,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.34810351470867e-05,2011,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.2709470382547927e-05,2012,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.2975713893798138e-05,2013,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1350626336503116e-05,2014,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.1705634050717867e-05,1980,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.0993417747090213e-05,1981,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.364602309483234e-05,1982,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.0792992737621766e-05,1983,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.5289015107269505e-05,1984,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.6430319561205805e-05,1985,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.2289288785666905e-05,1986,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.5379532897569295e-05,1987,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.3958687931682312e-05,1988,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.2792341410617867e-05,1989,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.4291620267277927e-05,1990,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
1.922130454912168e-05,1991,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.312276872959644e-05,1992,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.1828895823527363e-05,1993,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.5045981617926095e-05,1994,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.4863244782055057e-05,1995,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.009515864543821e-05,1996,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
1.9024456152435407e-05,1997,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.3897905418999627e-05,1998,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
1.9406884032924443e-05,1999,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
1.872864178431121e-05,2000,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.3521305330410648e-05,2001,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.0544101341082663e-05,2002,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.1961798650465042e-05,2003,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.8099243084635442e-05,2004,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
1.8946218717748985e-05,2005,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.0950588106126472e-05,2006,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.4509515432230983e-05,2007,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.2966440356510635e-05,2008,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.2752157285616272e-05,2009,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.4739622845065554e-05,2010,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.1986583197584273e-05,2011,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.636210129659723e-05,2012,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.023282867521003e-05,2013,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.1168270747751084e-05,2014,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.0569098062460468e-05,1980,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.1546658345608155e-05,1981,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.1670463589335666e-05,1982,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.161701281533155e-05,1983,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.484321280872635e-05,1984,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.1772996185478977e-05,1985,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.16540539604775e-05,1986,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.26993572077721e-05,1987,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.5529769747627396e-05,1988,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.534581922195946e-05,1989,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.5695489400320688e-05,1990,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.2092845433530598e-05,1991,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
1.9926573647557172e-05,1992,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.5936997927978727e-05,1993,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.489753009215356e-05,1994,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.7215443602374146e-05,1995,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.206642561154831e-05,1996,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.207271302725912e-05,1997,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.496541629604622e-05,1998,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
1.848284493012278e-05,1999,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.4981981257844233e-05,2000,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.1582975682174513e-05,2001,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
1.424892101732424e-05,2002,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.881775195346848e-05,2003,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.4276446415273802e-05,2004,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
1.552214277682376e-05,2005,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
1.8647743490759013e-05,2006,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.450543588773852e-05,2007,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.279562122173543e-05,2008,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
1.9946648260216962e-05,2009,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.294645923106375e-05,2010,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.5938205012237287e-05,2011,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.640790853524708e-05,2012,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.0974145057696103e-05,2013,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
1.9259801897929965e-05,2014,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
3.705393021649161e-05,1980,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.1106642449986414e-05,1981,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.101377628145092e-05,1982,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.831285768378692e-05,1983,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.1422555590550885e-05,1984,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.995435343358946e-05,1985,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.9790179363665674e-05,1986,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.1062548868260846e-05,1987,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.9288169360404235e-05,1988,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.037835016653469e-05,1989,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.190822461974075e-05,1990,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.127995242665379e-05,1991,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.040524178465604e-05,1992,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.0184423049587224e-05,1993,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.520783788403054e-05,1994,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.179783708721749e-05,1995,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.206464730019332e-05,1996,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.884343843936262e-05,1997,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.4843312504040737e-05,1998,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.7164321677736936e-05,1999,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.0928049468469196e-05,2000,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.9940867469614946e-05,2001,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.763051768848864e-05,2002,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.3106435008682705e-05,2003,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.6963741412263247e-05,2004,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.966517708767416e-05,2005,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.9941051992345565e-05,2006,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.13875693156709e-05,2007,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.192801798010839e-05,2008,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.993874686526778e-05,2009,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.907939233528351e-05,2010,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.5193423912945755e-05,2011,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
4.422185157912779e-05,2012,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.54125083874189e-05,2013,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.966150882301457e-05,2014,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
2.339200647168774e-05,1980,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.451524919923809e-05,1981,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.9973337363559312e-05,1982,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.640464859865485e-05,1983,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.0066758516160178e-05,1984,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.0930118493633838e-05,1985,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.2841633973837247e-05,1986,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.356054791245083e-05,1987,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.2001751687157307e-05,1988,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.318417792294107e-05,1989,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.4788507651572123e-05,1990,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.0637107817667963e-05,1991,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
1.8147479647311077e-05,1992,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.5132717588637822e-05,1993,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.018115129725183e-05,1994,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.3348009594841486e-05,1995,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
1.9759054809405764e-05,1996,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.279728882457152e-05,1997,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.520293031844642e-05,1998,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.442252843330837e-05,1999,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.362921657342006e-05,2000,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.3090101849636307e-05,2001,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.7229815084899955e-05,2002,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.4609469176667628e-05,2003,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.3464060649611053e-05,2004,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.4043903149837235e-05,2005,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.8706595949412217e-05,2006,AWI-CM-1-1-MR,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
