year,ann_agg,esm,experiment,ensemble,variable
2012,3.178021560849199e-05,GFDL-ESM4,historical,r1i1p1f1,pr
2013,2.7978507569445443e-05,GFDL-ESM4,historical,r1i1p1f1,pr
2014,2.6046085349120635e-05,GFDL-ESM4,historical,r1i1p1f1,pr
2015,2.7490972142530368e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2016,3.0115250728714448e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2017,3.3815618320320286e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2018,3.0522286516746096e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2019,3.05337804807737e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2020,3.5094125492406824e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2021,2.8244652612098635e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2022,2.951556279016059e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2023,3.0370522512402875e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2024,2.6141889792009502e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2025,2.5031518616541623e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2026,3.1165975943679547e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2027,2.9778215954032124e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2028,3.213604598711027e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2029,2.919677524372814e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2030,3.306066493252679e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2031,3.0176186667654574e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2032,3.0301545840138463e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2033,3.1087559172464885e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2034,3.591145969344276e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2035,3.1746319188001615e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2036,3.283401104208459e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2037,3.316395381996825e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2038,3.374152739933588e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2039,3.107443669718439e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2040,2.906815704770428e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2041,3.328781849432104e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2042,3.343276968867275e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2043,3.124540575842032e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2044,2.8991741371666254e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2045,3.051845360805648e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2046,2.9749262077487658e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2047,3.2612763520473915e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2048,3.009391987625841e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2049,3.449132589634013e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2050,2.923773608867259e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2051,3.288299983297522e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2052,2.9979566723723592e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2053,3.108274808402991e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2054,3.128751872241686e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2055,3.125027223512993e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2056,3.274438118841218e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2057,3.231565219511311e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2058,2.7555946879282545e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2059,2.9957560573078653e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2060,3.254064602653861e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2061,3.107568581714924e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2062,3.38511975365176e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2063,3.159914829683305e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2064,3.0164051342664974e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2065,3.242368924726059e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2066,3.117449910921682e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2067,3.015286435987096e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2068,3.253572546857105e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2069,3.24076338684778e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2070,3.2100208488100754e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2071,3.189375434660883e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2072,3.1786729150910044e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2073,2.9293228976265756e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2074,2.9726075004263427e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2075,3.1826527553154844e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2076,3.170790957202628e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2077,3.24166964529889e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2078,3.247025219166024e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2079,3.0946325441385325e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2080,3.1905562076868393e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2081,3.075491667678366e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2082,3.413143394372991e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2083,2.828985210724272e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2084,2.9096860025178427e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2085,2.933271435417158e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2086,3.054098097762113e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2087,3.306958480952012e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2088,3.3851151207991364e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2089,3.219024163404542e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2090,2.9248158667846147e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2091,3.0086092916047726e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2092,3.394592428901796e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2093,3.41729037910404e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2094,3.0553839554997975e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2095,3.236008269382323e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2096,3.115633272932984e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2097,3.365172860787011e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2098,3.159567417953721e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2099,3.16782767004627e-05,GFDL-ESM4,ssp126,r1i1p1f1,pr
2015,3.100242059623287e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2016,3.1980508274795904e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2017,3.131275938010494e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2018,3.0243213147205715e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2019,3.091314304534903e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2020,3.380186834882743e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2021,3.471056419021454e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2022,3.0070147319260444e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2023,2.9262456607104268e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2024,3.288611375156276e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2025,2.8440039233571038e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2026,2.7601247627219045e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2027,3.1443314232952556e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2028,3.240343078504421e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2029,2.9140485427480207e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2030,2.8106318470253578e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2031,3.191333667001585e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2032,3.501176016653791e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2033,3.343225565902925e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2034,2.798409484040483e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2035,3.186000496135396e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2036,3.184393890205735e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2037,3.1632707208010454e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2038,3.286893639448007e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2039,3.0774701226680096e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2040,3.096705559879048e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2041,2.9377365678830048e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2042,3.119171159739319e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2043,3.340508043849182e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2044,3.155483158914865e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2045,2.975341226130896e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2046,3.096586892166997e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2047,3.095119136549919e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2048,3.0767676268207475e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2049,3.1784999310467206e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2050,3.446118728962439e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2051,3.029121613071361e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2052,3.199826656985173e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2053,3.12630097778047e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2054,2.8735946273549415e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2055,3.135009614860587e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2056,3.482399352222387e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2057,3.259177243373889e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2058,3.361465871128355e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2059,3.173205673568815e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2060,3.2424121545915754e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2061,3.343405464812703e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2062,3.290554004775958e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2063,2.7927010605731044e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2064,3.236288245965185e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2065,3.451862378817945e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2066,3.3706600107484124e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2067,3.1554367029066546e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2068,3.473364147071089e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2069,3.0754303450884216e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2070,3.20987230338036e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2071,3.336783431094214e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2072,3.3683350172471704e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2073,3.1595530760387373e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2074,3.1492241668459776e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2075,3.3493588153315174e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2076,3.0779290528806224e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2077,2.7852082578070447e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2078,3.4620178585353825e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2079,3.1817471307078885e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2080,3.057880916568373e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2081,3.2861388943522344e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2082,3.4229464299064765e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2083,3.21204259533569e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2084,2.9637299667878854e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2085,3.287210111601275e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2086,3.049534414886758e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2087,3.293602660957572e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2088,3.6016584280899307e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2089,3.0845926226814674e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2090,3.316401560675084e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2091,2.946679187585061e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2092,3.546916761457004e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2093,3.153874589006116e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2094,3.45613328376997e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2095,3.476362558457382e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2096,2.738903868473989e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2097,3.045185969477154e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2098,3.0242263049460743e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2099,3.0491146414517693e-05,GFDL-ESM4,ssp245,r2i1p1f1,pr
2015,3.2552677068049144e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2016,3.123196904094745e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2017,3.13023808934706e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2018,3.460683922469181e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2019,3.3496368205833484e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2020,2.649256906096446e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2021,3.19609756643383e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2022,3.251683484421564e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2023,3.370395934095201e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2024,3.245599932127572e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2025,3.076499236234951e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2026,2.951224808807154e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2027,2.9943168662775848e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2028,2.6770229088551612e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2029,2.966644605932966e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2030,3.198379929984478e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2031,3.0116499645470476e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2032,3.119501101432306e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2033,3.387985298675874e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2034,3.1531608650576215e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2035,2.7546071845683984e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2036,2.6187079445613576e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2037,3.1144188438028275e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2038,3.3297879852282947e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2039,3.172893548979894e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2040,2.9776761338334605e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2041,2.8259494206764554e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2042,3.035876015250643e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2043,3.181093633879386e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2044,3.135105885691116e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2045,3.438444362914703e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2046,3.312156560069538e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2047,2.7272534395496505e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2048,3.2963270665777154e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2049,3.326610038736179e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2050,3.122203906914754e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2051,3.094955308055538e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2052,2.7166262208693005e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2053,2.9808536385159155e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2054,3.1470614184982944e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2055,2.9733493472450238e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2056,3.0738338083604565e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2057,2.6537130457456327e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2058,2.9407973348727364e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2059,3.610581600149214e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2060,3.0678155568753775e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2061,2.9767692386859047e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2062,3.319629712247248e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2063,3.189072831952412e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2064,3.0920545650215484e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2065,2.612073024340635e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2066,2.9396176581358965e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2067,3.338407675508089e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2068,3.3364414880658306e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2069,3.0147141904504997e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2070,3.295833285170918e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2071,3.322711691505206e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2072,3.45453566892929e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2073,3.379189820679977e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2074,2.989624429397836e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2075,3.2451243334191404e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2076,2.9417644494381505e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2077,3.659200743348883e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2078,3.2887193862872484e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2079,2.9984032451138354e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2080,2.9867885492359322e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2081,3.5087214653831336e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2082,3.199189680814651e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2083,3.133008729234378e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2084,2.8911794985681053e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2085,3.139173948713949e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2086,3.1041003155417317e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2087,3.255002818114825e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2088,3.4101555579921015e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2089,2.9786871869863164e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2090,3.321699639422116e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2091,3.202239552147486e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2092,3.17376559056176e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2093,3.1932590035874704e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2094,3.154771860873267e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2095,2.812051229739451e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2096,3.9373747215638346e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2097,3.290554630978468e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2098,3.432971617387728e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2099,3.1779316440228684e-05,GFDL-ESM4,ssp245,r3i1p1f1,pr
2015,2.769532777851846e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2016,3.002714119739128e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2017,2.86983840848424e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2018,3.5672087863280765e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2019,3.29849646217042e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2020,2.7320629505114986e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2021,2.591994933876771e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2022,3.367817443261216e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2023,3.151985367427262e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2024,3.0224751207946885e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2025,3.0066174201911285e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2026,3.2083560367264625e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2027,2.9699945701162032e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2028,2.8651317216463472e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2029,2.9160434545849796e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2030,3.146366817941845e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2031,2.878463456619539e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2032,3.1176489842297456e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2033,2.6218553960586264e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2034,3.093418372882992e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2035,3.0268200970090086e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2036,2.8679886713794242e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2037,2.9785313320139246e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2038,3.081408131102775e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2039,2.9744579491667165e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2040,2.9670748144484097e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2041,3.153948967396307e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2042,2.8353284059362994e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2043,3.107513693041032e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2044,2.9823961038681983e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2045,3.0953454340462964e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2046,2.9607000239397525e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2047,3.322432035338313e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2048,3.2649966825495537e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2049,3.181515246754394e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2050,3.110150924534755e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2051,2.917645473200495e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2052,3.205652244104161e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2053,3.748836163790641e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2054,3.342537972328547e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2055,3.354415236035435e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2056,3.288528591482855e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2057,3.252578957783905e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2058,2.8460787029641963e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2059,2.646288473154946e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2060,3.6357460345155615e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2061,3.209607416019157e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2062,3.0235961448544867e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2063,3.188359648329524e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2064,3.400628338294237e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2065,3.312997120615045e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2066,3.172242284311162e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2067,3.054278685467614e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2068,3.531857004183853e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2069,3.5240455609715565e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2070,3.084017801084351e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2071,3.205022380831504e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2072,3.385419420508747e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2073,3.2097508903878044e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2074,3.088001398940891e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2075,3.398871652035682e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2076,3.1547421068389054e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2077,3.4960996484760536e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2078,2.7667781553883793e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2079,2.993895998914186e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2080,3.085886999665008e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2081,3.0107756388260285e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2082,3.692116143898447e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2083,3.4728746143732564e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2084,3.0380452426416278e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2085,3.5160027219169134e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2086,3.13954857464919e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2087,2.7705718357689377e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2088,3.130373851616404e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2089,3.295768317771399e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2090,3.060388695210146e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2091,2.9838387806888244e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2092,3.5696658892615434e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
2093,2.9608681588534194e-05,GFDL-ESM4,ssp245,r1i1p1f1,pr
