year,ann_agg,esm,experiment,ensemble,variable
2025,2.3599887222872673e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2026,2.5102982334963713e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2027,2.5367624569617636e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2028,2.6323847905495123e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2029,2.5030569717596646e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2030,2.5248674753109614e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2031,2.6828009511755337e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2032,2.1402100659721074e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2033,2.9543414373468747e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2034,2.5719650816677547e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2035,2.2243574491643744e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2036,2.468924743970742e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2037,2.6193148096404357e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2038,2.404156247782392e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2039,2.4789054755645923e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2040,2.703335268133174e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2041,2.432681991675473e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2042,2.4781038216443673e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2043,2.216572749451774e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2044,2.7046350740640567e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2045,2.311845128434257e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2046,2.4186181310012118e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2047,2.7463307999877455e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2048,2.6951984562926972e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2049,2.2098852214618008e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2050,2.636528920366961e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2051,2.59184024189731e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2052,2.3216500385089605e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2053,2.632687749982857e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2054,2.6418911692766352e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2055,2.6036716982767024e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2056,2.5036724711798204e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2057,2.6337544662273618e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2058,2.372265862221626e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2059,2.4180733297176323e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2060,2.589412286160546e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2061,2.520184661462101e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2062,2.5381245256457087e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2063,2.5363241039827086e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2064,2.6481888165591037e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2065,2.9266298847738708e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2066,2.5133837532402116e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2067,2.4887318437485494e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2068,3.0091717102175513e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2069,2.6922886465527598e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2070,2.4727616482388832e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2071,2.7228525012097633e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2072,2.6887641101347508e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2073,2.950672868643305e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2074,2.4139281258676312e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2075,2.581901956735757e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2076,2.7525425773084102e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2077,2.7834699340167036e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2078,2.3935879625546694e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2079,2.383506787426145e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2080,2.412838452492749e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2081,2.5412589671164318e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2082,2.606274999827875e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2083,2.4272146438518616e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2084,2.4437187356002186e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2085,2.6334492263289104e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2086,2.3893219109715228e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2087,2.666982863334107e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2088,2.4045152772897063e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2089,2.991036038402758e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2090,2.9014456736018608e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2091,2.3813429812242584e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2092,3.0131073193564372e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2093,2.5639490487295974e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2094,2.4374828712600534e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2095,2.276455542468648e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2096,2.6341540694506052e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2097,2.776055081548828e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2098,2.281113617857311e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2099,2.705903062121022e-05,CAMS-CSM1-0,ssp126,r1i1p1f1,pr
2015,2.5044594105007224e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2016,2.482573392687094e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2017,2.5538658418575356e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2018,2.4559495820839352e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2019,2.8227734272235505e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2020,2.5045060300463775e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2021,2.8322999575600752e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2022,2.583849724852579e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2023,2.731195532130894e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2024,2.7386016837662986e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2025,2.368503243256041e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2026,2.549710473859928e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2027,2.6044500208980434e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2028,2.609022789067541e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2029,2.6121671997480197e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2030,2.4115925469124782e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2031,2.836649653836758e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2032,2.4707583830730372e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2033,2.8741714853608547e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2034,2.3424914310313043e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2035,2.519214257642965e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2036,2.152211568356737e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2037,2.655195253867059e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2038,2.6288403625828754e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2039,2.5689351641175773e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2040,2.389008987970416e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2041,2.4462344054103465e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2042,2.5597994058029395e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2043,2.688729502279801e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2044,2.4949847574665954e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2045,2.1501586191908653e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2046,2.266692255471718e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2047,2.853745294155762e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2048,2.7132556182255532e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2049,2.7245668190268728e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2050,2.430103129853837e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2051,2.493050759993506e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2052,2.618038614573184e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2053,2.456059011074297e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2054,2.8442479502444555e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2055,2.4375218026214713e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2056,2.5144537062976992e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2057,2.7262420694104215e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2058,2.700465721155387e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2059,2.5340995476182607e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2060,2.7474504572334667e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2061,2.6557260757549816e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2062,2.942377440170703e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2063,2.5356010399199537e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2064,2.7650465235850625e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2065,2.365717678258261e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2066,2.9292197573678003e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2067,2.5360317752729227e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2068,2.690601157338968e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2069,2.319732767818221e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2070,2.406154101321582e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2071,2.7057566518748422e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2072,2.818858584955009e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2073,2.988185021294097e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2074,2.393361077435582e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2075,2.5326650211087023e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2076,2.7232211546233916e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2077,2.61862113263486e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2078,2.567964501148962e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2079,2.8862411933482312e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2080,2.931674050694532e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2081,2.7318950674439353e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2082,2.5666623636661326e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2083,2.62917734272434e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2084,2.791208461386808e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2085,2.9126716093225795e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2086,2.7062136331356248e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2087,2.3913753811941927e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2088,2.6374716569264353e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2089,2.619201346739603e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2090,2.397223119864259e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2091,2.4462241284421287e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2092,2.5181219278342803e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2093,2.451042239866677e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2094,2.793265822496534e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2095,2.8134853858956778e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2096,2.731849568791397e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2097,2.4443137461971608e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2098,2.50176750781897e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2099,2.715760498142232e-05,CAMS-CSM1-0,ssp126,r2i1p1f1,pr
2015,2.4789909791995503e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2016,2.7035341863544907e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2017,2.2941095958147786e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2018,2.6549795251202624e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2019,2.3210331127697622e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2020,2.5116425721945284e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2021,2.3841325486560956e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2022,2.3583482348440816e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2023,2.1659079908798376e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2024,2.8612638092075075e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2025,2.6497801739101514e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2026,2.3630422988980003e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2027,2.538594112664577e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2028,2.7493571471863825e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2029,2.3703901268318646e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2030,2.7032818116690453e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2031,2.5762443295445834e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2032,2.3612803099520727e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2033,2.8926357599477537e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2034,2.3783686608026134e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2035,2.410534585118143e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2036,2.8693814707611617e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2037,2.5327838871018148e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2038,2.4962980215462732e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2039,3.0797386987544234e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2040,2.6797852196159758e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2041,2.3055290179645434e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2042,2.4540762367527664e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2043,2.6578553151933443e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2044,3.013812295580515e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2045,1.9757105850691257e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2046,2.4225749502379014e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2047,2.4071827508011933e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2048,2.466013910650081e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2049,2.775692697398872e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2050,2.3619011048560618e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2051,2.595823927877432e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2052,2.1003376205652485e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2053,2.6103282385139497e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2054,2.464143673284016e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2055,2.531786035401793e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2056,2.630212890768254e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2057,2.4023692664197318e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2058,2.4094283658204855e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2059,2.441951380306188e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2060,2.5233308397210313e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2061,2.9047627587773628e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2062,2.4792252661328985e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2063,2.4936748890012974e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2064,2.094763268589521e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2065,2.7455466709203562e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2066,2.5752420267113824e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2067,2.187862578340368e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2068,2.3997761973973946e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2069,2.7078693225256825e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2070,2.3786317262643053e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2071,2.4623978406199634e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2072,2.5592181919784407e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2073,2.6576762533289184e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2074,2.5610735754464915e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2075,2.8711316708862315e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2076,2.5531299426281794e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2077,2.5135406427172264e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2078,2.6423386369691467e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2079,2.7136938851245993e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2080,2.60897797744475e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2081,2.564767073454699e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2082,2.6738690129362102e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2083,2.9107848322989466e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2084,2.397630063087835e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2085,2.4050209800442537e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2086,2.5738782648916707e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2087,2.5465325561554607e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2088,2.6702569057317286e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2089,3.0473412853024165e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2090,2.664845935164137e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2091,2.5229650398056235e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2092,2.2875936867089943e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2093,2.5386775686144332e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2094,2.774325609034357e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2095,2.445927654257443e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2096,2.4377443422083693e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2097,2.2610374954777393e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2098,2.5140231137317812e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2099,2.6932084369143706e-05,CAMS-CSM1-0,ssp245,r1i1p1f1,pr
2015,2.0311185900722034e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2016,2.411125114282384e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2017,2.4279814269090806e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2018,2.7008337000679217e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2019,2.817654922344783e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2020,2.4004845729958212e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2021,2.4321765767553327e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2022,2.2820344456602522e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2023,2.6738654869851737e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2024,2.365486647498841e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2025,2.7811216660964443e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2026,2.682856291584655e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2027,2.3507292532315043e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2028,2.7090923346109644e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2029,2.6200620276665422e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2030,2.718461284894241e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2031,2.643858447773994e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2032,2.3925707539616386e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2033,2.2288625625519368e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2034,2.462398493263806e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2035,2.6426190922057546e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2036,2.7587807699632554e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2037,2.8716782417957163e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2038,2.5997489722196025e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2039,2.536222203749376e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
2040,2.372088948199331e-05,CAMS-CSM1-0,ssp245,r2i1p1f1,pr
