year,ann_agg,esm,experiment,ensemble,variable
2047,283.99293335373426,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2048,284.16721271109077,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2049,283.7142495378064,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2050,284.57426211382744,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2051,284.87676020550344,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2052,284.7342618753931,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2053,284.2164087054932,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2054,284.25084276586074,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2055,284.7223030494344,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2056,284.23482149281307,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2057,284.584403347803,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2058,285.0930188312996,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2059,283.8332245687042,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2060,284.6764132174266,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2061,284.2341156933544,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2062,284.52568251968887,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2063,284.6177871725624,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2064,284.5622037461367,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2065,285.0619106050573,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2066,283.94859293427106,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2067,284.71851033635295,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2068,284.4020699406445,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2069,283.2037473271024,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2070,284.90359530223435,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2071,284.65759640736957,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2072,284.8788430368074,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2073,285.47790310649907,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2074,284.8297758842672,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2075,284.59437167291395,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2076,284.9830930254389,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2077,284.5172472229367,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2078,284.5881065402338,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2079,284.5051562206741,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2080,284.20182436487613,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2081,284.5304135560745,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2082,285.4867049334142,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2083,284.9409286976435,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2084,285.24156609034645,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2085,285.00482896826156,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2086,284.78274949220844,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2087,284.91029509731726,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2088,284.47082034705625,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2089,284.53104267639986,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2090,284.1711484403251,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2091,284.78166250028295,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2092,284.54741445501617,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2093,284.0250714245939,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2094,284.2135314763392,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2095,284.46312650377104,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2096,284.4324709951454,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2097,284.58121878406916,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2098,284.897584799597,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2099,284.1138149179847,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2015,283.4294673031736,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2016,283.46025457207236,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2017,284.1477532993666,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2018,284.15414576068866,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2019,284.46282790739673,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2020,284.10948476475363,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2021,284.22702533971363,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2022,284.20742635088124,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2023,284.10035775835144,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2024,283.94227213253083,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2025,284.6583569642282,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2026,283.8053676188645,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2027,284.245351872427,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2028,283.768157568395,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2029,284.2764668747969,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2030,284.2092347319582,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2031,284.32683819644774,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2032,284.21284106066105,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2033,283.85701131945154,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2034,283.55392983325487,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2035,284.1607297382843,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2036,284.2820423861044,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2037,284.44359131794187,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2038,284.6927818529317,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2039,284.462723555804,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2040,284.50483923942977,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2041,284.5183523540804,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2042,284.9711614202499,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2043,284.3038123837641,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2044,283.4145082306765,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2045,284.3779928810806,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2046,285.5541575164661,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2047,284.1798238907392,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2048,284.08315777732145,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2049,284.16508347468283,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2050,284.67229103578467,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2051,284.4303220316108,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2052,284.174777312108,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2053,284.2845992470894,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2054,283.68756592734434,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2055,284.39235654091766,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2056,284.6814672193385,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2057,284.18205085911876,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2058,284.8042510599771,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2059,284.5214875675021,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2060,284.53943617827366,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2061,284.3518691420395,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2062,283.4367199180042,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2063,284.68363272056723,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2064,284.0848931834161,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2065,284.78103758050514,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2066,283.85084722456946,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2067,284.1966123981982,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2068,284.61813966420965,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2069,283.6520410175049,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2070,285.01319571170933,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2071,284.9359055840525,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2072,284.17196136924616,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2073,285.1345706912177,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2074,284.4096796572379,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2075,284.46370098716636,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2076,284.10305008845717,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2077,284.1040943534078,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2078,285.5349829035093,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2079,284.75764305877146,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2080,285.19195217205964,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2081,285.1201756191787,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2082,285.28046356190276,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2083,284.3299094971272,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2084,283.4281993085272,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2085,284.37516887001425,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2086,284.75731464004485,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2087,285.2025141657396,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2088,284.5568703814931,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2089,284.3999891904113,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2090,285.05953139315096,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2091,284.65594467069405,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2092,285.2238523500205,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2093,284.1932164584007,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2094,284.3155510043325,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2095,283.9154007890525,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2096,283.39775766798084,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2097,284.89430359628795,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2098,284.8928641018874,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2099,283.9846641671326,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2015,284.22888539873344,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2016,283.17866280254236,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2017,283.78462147774377,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2018,283.73222642778273,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2019,284.18952081523895,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2020,284.29448318554927,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2021,284.2570177631313,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2022,284.4557551775479,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2023,285.1844458407928,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2024,283.61111695666483,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2025,284.2717763755134,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2026,284.09610810375113,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2027,284.66563680751943,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2028,283.98463858415465,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2029,284.0095622585779,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2030,284.66948067209614,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2031,283.6872509447509,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2032,284.45263336250144,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2033,284.2483059068897,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2034,284.3736326639956,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2035,284.20498026398917,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2036,284.579335457103,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2037,285.17050700067665,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2038,284.40725584416913,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2039,284.4173421013133,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2040,284.2221448043497,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2041,285.53936476516446,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2042,285.269104307919,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2043,284.52265087518987,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2044,284.5108011911257,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2045,285.2706074978067,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2046,284.7806491038947,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2047,284.47436890659674,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2048,284.6967884178668,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2049,284.2395473881983,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2050,285.15334235240704,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2051,284.944752873998,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2052,285.1736870413971,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2053,284.49210039618737,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2054,284.6953293549696,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2055,285.0393750110193,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2056,284.71966941597145,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2057,285.13985928037306,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2058,285.2032853450349,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2059,285.19093307381326,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2060,285.40414839047094,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2061,285.2794661277533,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2062,285.2770669808087,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2063,285.50492903461844,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2064,285.1745744411239,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2065,285.23768661243327,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2066,285.73029253015756,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2067,284.8262414463264,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2068,285.3580987527347,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2069,284.56701192034456,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2070,285.2633372734056,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2071,285.28381321842346,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2072,285.5263240910123,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2073,286.01173824944925,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2074,285.79400072201173,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2075,285.1221829704247,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2076,285.89509165068836,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2077,285.9530604599923,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2078,285.7087124232224,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2079,285.23345122279983,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2080,285.2875262926884,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2081,285.7147731484583,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2082,284.88082361156785,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2083,284.690448530308,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2084,285.17678002870633,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2085,285.88047944966917,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2086,285.9757433496737,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2087,285.46809361148587,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2088,285.2230867294665,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2089,285.49656631787406,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2090,285.02334734273836,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2091,285.4278197475073,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2092,286.016908833298,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2093,285.1595201658786,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2094,284.4897103308517,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2095,284.5954136927541,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2096,285.34905648113113,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2097,285.741203862787,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2098,285.7446900036552,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2099,284.7491727188283,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2015,283.6800500214752,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2016,283.83508436347853,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2017,283.6152318753565,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2018,283.6840970930214,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2019,284.263484064187,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2020,284.2277051280159,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2021,283.7110506901677,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2022,284.3975917320907,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2023,283.5196408631012,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2024,284.32841980075096,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2025,284.5584283397232,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2026,283.39988230931147,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2027,284.4729290704493,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2028,284.6504509830136,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2029,284.63939294265697,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2030,284.7057515847942,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2031,284.7543764348787,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2032,283.86189971251315,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2033,284.7051347878408,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2034,284.0720584531606,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2035,284.265605329457,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2036,284.1107945514101,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2037,284.94078725164326,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2038,284.9680926115802,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2039,284.56584271025724,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2040,285.01279559895437,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2041,284.81401666528944,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2042,284.48302663879673,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2043,284.42707585668813,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2044,283.91449123889646,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2045,284.83827445403915,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2046,284.3209521745162,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2047,284.37605826994957,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2048,284.27947962398713,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2049,284.64832983870593,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2050,285.0048603185301,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2051,284.74262273501614,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2052,284.66595215588103,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2053,285.4032181831264,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2054,284.53563069309195,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2055,284.7160373359851,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2056,284.6734887567505,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2057,285.0336742447482,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2058,284.8456156318277,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2059,284.0436557836004,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2060,285.614186743245,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2061,285.0692382871411,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2062,285.20890847394986,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2063,284.5998443065225,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2064,284.2940035222354,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2065,284.3061064673102,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2066,285.03832810446437,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2067,285.9729495339268,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2068,285.0414195396091,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2069,284.68099551337554,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2070,285.5379302275323,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
