pr,year,esm,experiment,ensemble,variable,continent,type,name,acronym
1.8937795157753425e-05,2005,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.9019350126022788e-05,2006,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.8461756989522913e-05,2007,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.906812467161712e-05,2008,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.9616950656215864e-05,2009,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.7559408903496172e-05,2010,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.031512002591569e-05,2011,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.8489422814819854e-05,2012,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.8487705018850277e-05,2013,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
1.7103575198715032e-05,2014,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN
2.2949857792166626e-05,1980,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.2518865907461213e-05,1981,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.0567328682569095e-05,1982,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.109276738536021e-05,1983,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
1.8766905660888863e-05,1984,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.0916001455916704e-05,1985,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
1.9153742684859176e-05,1986,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.1102264595461e-05,1987,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.4904481113378453e-05,1988,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
1.946851796936682e-05,1989,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.2116613201447064e-05,1990,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.030477143317881e-05,1991,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
1.896463282852315e-05,1992,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.207168250715953e-05,1993,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.2224889106788992e-05,1994,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.4084257920904867e-05,1995,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
1.962794998592394e-05,1996,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.2718577541349765e-05,1997,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.3867591107914464e-05,1998,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.140318425198725e-05,1999,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.0729879447735553e-05,2000,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.384011210822734e-05,2001,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.1222398607217835e-05,2002,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
1.7854001948394722e-05,2003,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.0454245174956354e-05,2004,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.1969570328885995e-05,2005,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.2983549671242154e-05,2006,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.2490409705850307e-05,2007,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.2865016650242022e-05,2008,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.1077061080477798e-05,2009,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.0225302057262083e-05,2010,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
1.9472850868583167e-05,2011,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.0636603528339304e-05,2012,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.426988368145359e-05,2013,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.1547060662235545e-05,2014,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA
2.6096922292930876e-05,1980,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.465438370611834e-05,1981,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.1523267451615115e-05,1982,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.2434377240589958e-05,1983,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.228134491571514e-05,1984,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.0284547583015472e-05,1985,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.1367236469604017e-05,1986,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.425538048327982e-05,1987,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.242834125424206e-05,1988,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.2833147002320547e-05,1989,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.1845562721589423e-05,1990,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.474641726813409e-05,1991,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.305981389685861e-05,1992,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.2330745618873055e-05,1993,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.2894486745472573e-05,1994,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.472046827426734e-05,1995,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.601470768961073e-05,1996,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.7390920605628978e-05,1997,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
1.963329847297201e-05,1998,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.033953041943789e-05,1999,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.3798050214735176e-05,2000,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.564000608070187e-05,2001,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.4353392543824796e-05,2002,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.0764744098318328e-05,2003,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.5699930819677344e-05,2004,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.1229366674086852e-05,2005,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.319001588616325e-05,2006,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
3.0271075977473728e-05,2007,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.373313381145446e-05,2008,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.2275738571200047e-05,2009,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.3284541381384332e-05,2010,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.5907963374093963e-05,2011,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.393661325057083e-05,2012,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.3003262829554666e-05,2013,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
2.4731610329063087e-05,2014,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA
3.9893401782765626e-05,1980,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.753969912799824e-05,1981,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.664765844597857e-05,1982,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.514092504591193e-05,1983,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.6199942097140856e-05,1984,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.6002261655038455e-05,1985,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.164465579692337e-05,1986,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.778705484402385e-05,1987,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.768644423868339e-05,1988,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.334061389881535e-05,1989,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.373599266083796e-05,1990,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.493755607273079e-05,1991,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.575465474816286e-05,1992,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.8596416696441086e-05,1993,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.6137161633981606e-05,1994,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.787434040779601e-05,1995,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.5482853393593697e-05,1996,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.721408944757978e-05,1997,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.433931126928522e-05,1998,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.407476072022018e-05,1999,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.5551672027172834e-05,2000,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.816132273265832e-05,2001,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.52633700509132e-05,2002,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.392110884145977e-05,2003,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.8981086364556394e-05,2004,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.592708472521055e-05,2005,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.5991858245790986e-05,2006,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.8287334656996005e-05,2007,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.7370291675251514e-05,2008,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.3640875060865135e-05,2009,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.8985850159130384e-05,2010,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.943905622548545e-05,2011,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.7279162081617726e-05,2012,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.321318716376363e-05,2013,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
3.840380802419703e-05,2014,CAS-ESM2-0,historical,r1i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA
2.3199115651597463e-05,1980,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
1.978523781276524e-05,1981,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.0477256128748772e-05,1982,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.000185345177524e-05,1983,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.4036837702089765e-05,1984,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.0147113757391743e-05,1985,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.0480988048495597e-05,1986,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
1.752844077934832e-05,1987,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
1.6965258620307503e-05,1988,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
1.6654252321285028e-05,1989,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.0875866973628016e-05,1990,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.460722907439729e-05,1991,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
1.8675959147937675e-05,1992,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
1.6926675669633528e-05,1993,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
1.4502401834456442e-05,1994,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
1.9381721399569607e-05,1995,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.097281332780933e-05,1996,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.3162417755856024e-05,1997,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
1.580811020792731e-05,1998,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
1.975720782465443e-05,1999,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.2604507924270137e-05,2000,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.315756314742683e-05,2001,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.048968551937859e-05,2002,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.235902515032093e-05,2003,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.255520172139427e-05,2004,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.1338293485226188e-05,2005,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
1.8374335992171647e-05,2006,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.3865039555324483e-05,2007,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.060769741626494e-05,2008,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.1614114347433676e-05,2009,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.2401057032196556e-05,2010,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.3416040290138742e-05,2011,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.5005013389570643e-05,2012,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.1931886775338043e-05,2013,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
2.1107005336422764e-05,2014,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA
5.3505278070307174e-05,1980,CAS-ESM2-0,historical,r1i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA
