esm,experiment,ens_avg,ens_avg_iasd,ens_avg_sd,var
UKESM1-0-LL,ssp370,3.0308819996642895e-05,3.242140275301889e-06,2.3703570547821422e-06,pr
UKESM1-0-LL,ssp585,3.087738943412507e-05,2.886751378245175e-06,2.1648658894833666e-06,pr
UKESM1-0-LL,ssp460,-999.0,-999.0,-999.0,pr
UKESM1-0-LL,ssp119,2.917905369775419e-05,2.857380542086782e-06,1.9608971754593936e-06,pr
UKESM1-0-LL,ssp434,2.984790724280458e-05,2.8497552782644822e-06,2.125011537977182e-06,pr
UKESM1-0-LL,ssp534-over,2.9556046395743285e-05,2.9694120348654764e-06,2.1030561141538153e-06,pr
CanESM5,historical,2.549433243782558e-05,2.5713038117246937e-06,1.930032526332727e-06,pr
CanESM5,ssp126,2.7407155896066462e-05,2.6135695726583432e-06,1.957970887611873e-06,pr
CanESM5,ssp245,2.791193542306689e-05,2.964803154915101e-06,2.1081959151562163e-06,pr
CanESM5,ssp370,2.8422660906517674e-05,3.2011622068472242e-06,2.3591876006011754e-06,pr
CanESM5,ssp585,2.9103114545760964e-05,3.2948604865519542e-06,2.3436535340654357e-06,pr
CanESM5,ssp460,2.8235842550364953e-05,2.8997375367702644e-06,2.1738832534146503e-06,pr
CanESM5,ssp119,2.7063571916632784e-05,2.746388369270705e-06,2.0309068675464814e-06,pr
CanESM5,ssp434,2.774319352538344e-05,2.932261457479135e-06,2.177461634325291e-06,pr
CanESM5,ssp534-over,2.8254761370931658e-05,3.0523403503596574e-06,2.0967589707835093e-06,pr
