year,ann_agg,esm,experiment,ensemble,variable
2049,291.48957897573445,MIROC6,ssp585,r32i1p1f1,tas
2050,291.70955821850646,MIROC6,ssp585,r32i1p1f1,tas
2051,291.02406376389604,MIROC6,ssp585,r32i1p1f1,tas
2052,290.53042656073956,MIROC6,ssp585,r32i1p1f1,tas
2053,292.7970562606442,MIROC6,ssp585,r32i1p1f1,tas
2054,292.1504149618333,MIROC6,ssp585,r32i1p1f1,tas
2055,291.6627269058124,MIROC6,ssp585,r32i1p1f1,tas
2056,291.1611929027899,MIROC6,ssp585,r32i1p1f1,tas
2057,292.03368941435605,MIROC6,ssp585,r32i1p1f1,tas
2058,291.9906781502284,MIROC6,ssp585,r32i1p1f1,tas
2059,291.21294483916745,MIROC6,ssp585,r32i1p1f1,tas
2060,291.68176647508125,MIROC6,ssp585,r32i1p1f1,tas
2061,292.40455366124934,MIROC6,ssp585,r32i1p1f1,tas
2062,292.5998564742163,MIROC6,ssp585,r32i1p1f1,tas
2063,292.6080842983043,MIROC6,ssp585,r32i1p1f1,tas
2064,291.77572825187343,MIROC6,ssp585,r32i1p1f1,tas
2065,292.89035969074445,MIROC6,ssp585,r32i1p1f1,tas
2066,292.2324240912146,MIROC6,ssp585,r32i1p1f1,tas
2067,292.1999660780208,MIROC6,ssp585,r32i1p1f1,tas
2068,292.88371537291874,MIROC6,ssp585,r32i1p1f1,tas
2069,293.0648816909796,MIROC6,ssp585,r32i1p1f1,tas
2070,292.2294999027294,MIROC6,ssp585,r32i1p1f1,tas
2071,292.89635538330486,MIROC6,ssp585,r32i1p1f1,tas
2072,293.4307420984949,MIROC6,ssp585,r32i1p1f1,tas
2073,293.7969862220285,MIROC6,ssp585,r32i1p1f1,tas
2074,292.78088137468455,MIROC6,ssp585,r32i1p1f1,tas
2075,294.10301058791293,MIROC6,ssp585,r32i1p1f1,tas
2076,294.6541824167513,MIROC6,ssp585,r32i1p1f1,tas
2077,294.0386105730201,MIROC6,ssp585,r32i1p1f1,tas
2078,293.0349023685349,MIROC6,ssp585,r32i1p1f1,tas
2079,293.0586385601578,MIROC6,ssp585,r32i1p1f1,tas
2080,294.24957065960183,MIROC6,ssp585,r32i1p1f1,tas
2081,294.13989482111305,MIROC6,ssp585,r32i1p1f1,tas
2082,293.1618199117892,MIROC6,ssp585,r32i1p1f1,tas
2083,293.7508571785341,MIROC6,ssp585,r32i1p1f1,tas
2084,293.35279143159215,MIROC6,ssp585,r32i1p1f1,tas
2085,293.6146031421564,MIROC6,ssp585,r32i1p1f1,tas
2086,294.4943138038588,MIROC6,ssp585,r32i1p1f1,tas
2087,294.41343529711367,MIROC6,ssp585,r32i1p1f1,tas
2088,293.64397446370873,MIROC6,ssp585,r32i1p1f1,tas
2089,295.47806074257403,MIROC6,ssp585,r32i1p1f1,tas
2090,295.9097769798536,MIROC6,ssp585,r32i1p1f1,tas
2091,295.08465413785933,MIROC6,ssp585,r32i1p1f1,tas
2092,294.33916577881774,MIROC6,ssp585,r32i1p1f1,tas
2093,293.90022953210644,MIROC6,ssp585,r32i1p1f1,tas
2094,294.8489392677527,MIROC6,ssp585,r32i1p1f1,tas
2095,294.1567423015322,MIROC6,ssp585,r32i1p1f1,tas
2096,295.0298252194776,MIROC6,ssp585,r32i1p1f1,tas
2097,293.39636054254936,MIROC6,ssp585,r32i1p1f1,tas
2098,294.2280979924205,MIROC6,ssp585,r32i1p1f1,tas
2099,294.32685619735224,MIROC6,ssp585,r32i1p1f1,tas
2015,289.20687831601873,MIROC6,ssp585,r25i1p1f1,tas
2016,289.9278400455587,MIROC6,ssp585,r25i1p1f1,tas
2017,288.6340582716061,MIROC6,ssp585,r25i1p1f1,tas
2018,289.5550239284965,MIROC6,ssp585,r25i1p1f1,tas
2019,289.3987106848099,MIROC6,ssp585,r25i1p1f1,tas
2020,289.49600385753035,MIROC6,ssp585,r25i1p1f1,tas
2021,288.7470649248175,MIROC6,ssp585,r25i1p1f1,tas
2022,288.28194917570073,MIROC6,ssp585,r25i1p1f1,tas
2023,290.69970781990247,MIROC6,ssp585,r25i1p1f1,tas
2024,289.878246809194,MIROC6,ssp585,r25i1p1f1,tas
2025,289.2608331251876,MIROC6,ssp585,r25i1p1f1,tas
2026,290.36786856122615,MIROC6,ssp585,r25i1p1f1,tas
2027,291.21566822896676,MIROC6,ssp585,r25i1p1f1,tas
2028,290.28355909728685,MIROC6,ssp585,r25i1p1f1,tas
2029,289.74750378776895,MIROC6,ssp585,r25i1p1f1,tas
2030,289.9795339914779,MIROC6,ssp585,r25i1p1f1,tas
2031,289.4709823784319,MIROC6,ssp585,r25i1p1f1,tas
2032,288.69937579429404,MIROC6,ssp585,r25i1p1f1,tas
2033,289.5093048240004,MIROC6,ssp585,r25i1p1f1,tas
2034,290.7183281310402,MIROC6,ssp585,r25i1p1f1,tas
2035,290.0101047722479,MIROC6,ssp585,r25i1p1f1,tas
2036,290.2210717042656,MIROC6,ssp585,r25i1p1f1,tas
2037,290.0461636301698,MIROC6,ssp585,r25i1p1f1,tas
2038,290.9538121876135,MIROC6,ssp585,r25i1p1f1,tas
2039,291.02484859362266,MIROC6,ssp585,r25i1p1f1,tas
2040,290.65426434132337,MIROC6,ssp585,r25i1p1f1,tas
2041,290.7912350080017,MIROC6,ssp585,r25i1p1f1,tas
2042,291.62319075490194,MIROC6,ssp585,r25i1p1f1,tas
2043,291.70514343425174,MIROC6,ssp585,r25i1p1f1,tas
2044,291.83053714192,MIROC6,ssp585,r25i1p1f1,tas
2045,289.3079130773307,MIROC6,ssp585,r25i1p1f1,tas
2046,290.8111703667602,MIROC6,ssp585,r25i1p1f1,tas
2047,291.9648648972763,MIROC6,ssp585,r25i1p1f1,tas
2048,292.38641079351197,MIROC6,ssp585,r25i1p1f1,tas
2049,291.28529939250797,MIROC6,ssp585,r25i1p1f1,tas
2050,291.36018387413503,MIROC6,ssp585,r25i1p1f1,tas
2051,291.54696015264676,MIROC6,ssp585,r25i1p1f1,tas
2052,290.70661197128095,MIROC6,ssp585,r25i1p1f1,tas
2053,291.6831129884038,MIROC6,ssp585,r25i1p1f1,tas
2054,292.38329793372804,MIROC6,ssp585,r25i1p1f1,tas
2055,292.31458165773967,MIROC6,ssp585,r25i1p1f1,tas
2056,291.11583983265695,MIROC6,ssp585,r25i1p1f1,tas
2057,291.9951491483633,MIROC6,ssp585,r25i1p1f1,tas
2058,292.30952944479327,MIROC6,ssp585,r25i1p1f1,tas
2059,292.5941521786901,MIROC6,ssp585,r25i1p1f1,tas
2060,291.9562822163652,MIROC6,ssp585,r25i1p1f1,tas
2061,291.4174155764797,MIROC6,ssp585,r25i1p1f1,tas
2062,292.94857010313694,MIROC6,ssp585,r25i1p1f1,tas
2063,291.8463978405254,MIROC6,ssp585,r25i1p1f1,tas
2064,292.82052106565254,MIROC6,ssp585,r25i1p1f1,tas
2065,292.7278410877334,MIROC6,ssp585,r25i1p1f1,tas
2066,291.9289691646094,MIROC6,ssp585,r25i1p1f1,tas
2067,292.46685138734233,MIROC6,ssp585,r25i1p1f1,tas
2068,292.4155833298538,MIROC6,ssp585,r25i1p1f1,tas
2069,293.7214196484988,MIROC6,ssp585,r25i1p1f1,tas
2070,292.93821766493426,MIROC6,ssp585,r25i1p1f1,tas
2071,291.4758167364218,MIROC6,ssp585,r25i1p1f1,tas
2072,292.60702270836117,MIROC6,ssp585,r25i1p1f1,tas
2073,293.0664833582435,MIROC6,ssp585,r25i1p1f1,tas
2074,293.9760472762163,MIROC6,ssp585,r25i1p1f1,tas
2075,295.1338140736862,MIROC6,ssp585,r25i1p1f1,tas
2076,293.2478945272977,MIROC6,ssp585,r25i1p1f1,tas
2077,292.7393563433797,MIROC6,ssp585,r25i1p1f1,tas
2078,293.88742176853924,MIROC6,ssp585,r25i1p1f1,tas
2079,294.16381968966175,MIROC6,ssp585,r25i1p1f1,tas
2080,293.76413875117953,MIROC6,ssp585,r25i1p1f1,tas
2081,293.5093034356709,MIROC6,ssp585,r25i1p1f1,tas
2082,294.125654604986,MIROC6,ssp585,r25i1p1f1,tas
2083,293.3197757081843,MIROC6,ssp585,r25i1p1f1,tas
2084,294.6368842708454,MIROC6,ssp585,r25i1p1f1,tas
2085,293.33497674823656,MIROC6,ssp585,r25i1p1f1,tas
2086,294.2386580891136,MIROC6,ssp585,r25i1p1f1,tas
2087,295.29923340478086,MIROC6,ssp585,r25i1p1f1,tas
2088,294.9636204745306,MIROC6,ssp585,r25i1p1f1,tas
2089,294.7301881420661,MIROC6,ssp585,r25i1p1f1,tas
2090,293.28987183578704,MIROC6,ssp585,r25i1p1f1,tas
2091,294.12556149567473,MIROC6,ssp585,r25i1p1f1,tas
2092,294.9511288244279,MIROC6,ssp585,r25i1p1f1,tas
2093,293.4708846707257,MIROC6,ssp585,r25i1p1f1,tas
2094,295.38459101943903,MIROC6,ssp585,r25i1p1f1,tas
2095,295.0552306332124,MIROC6,ssp585,r25i1p1f1,tas
2096,295.8622607403665,MIROC6,ssp585,r25i1p1f1,tas
2097,294.00708541069156,MIROC6,ssp585,r25i1p1f1,tas
2098,294.1193285560234,MIROC6,ssp585,r25i1p1f1,tas
2099,294.79036406297246,MIROC6,ssp585,r25i1p1f1,tas
2015,290.0391690291222,MIROC6,ssp585,r31i1p1f1,tas
2016,289.81500252712647,MIROC6,ssp585,r31i1p1f1,tas
2017,290.7804881776897,MIROC6,ssp585,r31i1p1f1,tas
2018,289.01835575471836,MIROC6,ssp585,r31i1p1f1,tas
2019,290.2418551428979,MIROC6,ssp585,r31i1p1f1,tas
2020,289.3080940771028,MIROC6,ssp585,r31i1p1f1,tas
2021,289.66079886133826,MIROC6,ssp585,r31i1p1f1,tas
2022,289.21294998804086,MIROC6,ssp585,r31i1p1f1,tas
2023,289.3484806522297,MIROC6,ssp585,r31i1p1f1,tas
2024,290.13840372715913,MIROC6,ssp585,r31i1p1f1,tas
2025,289.8535026316781,MIROC6,ssp585,r31i1p1f1,tas
2026,291.31042035775243,MIROC6,ssp585,r31i1p1f1,tas
2027,290.3389682827872,MIROC6,ssp585,r31i1p1f1,tas
2028,289.48039004485713,MIROC6,ssp585,r31i1p1f1,tas
2029,289.15716171261505,MIROC6,ssp585,r31i1p1f1,tas
2030,290.5656685599459,MIROC6,ssp585,r31i1p1f1,tas
2031,290.7626979267873,MIROC6,ssp585,r31i1p1f1,tas
2032,290.8960768605524,MIROC6,ssp585,r31i1p1f1,tas
2033,290.446133183511,MIROC6,ssp585,r31i1p1f1,tas
2034,290.67613125842104,MIROC6,ssp585,r31i1p1f1,tas
2035,291.6705112559046,MIROC6,ssp585,r31i1p1f1,tas
2036,290.0834169732964,MIROC6,ssp585,r31i1p1f1,tas
2037,291.1600877293533,MIROC6,ssp585,r31i1p1f1,tas
2038,290.4454195063819,MIROC6,ssp585,r31i1p1f1,tas
2039,291.124694558543,MIROC6,ssp585,r31i1p1f1,tas
2040,291.2143243586449,MIROC6,ssp585,r31i1p1f1,tas
2041,291.26696343661405,MIROC6,ssp585,r31i1p1f1,tas
2042,290.9337595160792,MIROC6,ssp585,r31i1p1f1,tas
2043,289.9381226246705,MIROC6,ssp585,r31i1p1f1,tas
2044,291.07454081076804,MIROC6,ssp585,r31i1p1f1,tas
2045,290.98999056647546,MIROC6,ssp585,r31i1p1f1,tas
2046,291.3463016556163,MIROC6,ssp585,r31i1p1f1,tas
2047,290.9074580460968,MIROC6,ssp585,r31i1p1f1,tas
2048,290.33372260953746,MIROC6,ssp585,r31i1p1f1,tas
2049,291.2305209598888,MIROC6,ssp585,r31i1p1f1,tas
2050,291.57975567752925,MIROC6,ssp585,r31i1p1f1,tas
2051,292.19895526251514,MIROC6,ssp585,r31i1p1f1,tas
2052,291.5959160283042,MIROC6,ssp585,r31i1p1f1,tas
2053,290.40744956872885,MIROC6,ssp585,r31i1p1f1,tas
2054,292.16839556772965,MIROC6,ssp585,r31i1p1f1,tas
2055,291.68111093627897,MIROC6,ssp585,r31i1p1f1,tas
2056,291.9550474928215,MIROC6,ssp585,r31i1p1f1,tas
2057,292.2638819667815,MIROC6,ssp585,r31i1p1f1,tas
2058,292.889476597295,MIROC6,ssp585,r31i1p1f1,tas
2059,293.6239767639568,MIROC6,ssp585,r31i1p1f1,tas
2060,291.76716517972153,MIROC6,ssp585,r31i1p1f1,tas
2061,291.58852662799825,MIROC6,ssp585,r31i1p1f1,tas
2062,292.82318231033304,MIROC6,ssp585,r31i1p1f1,tas
2063,292.12456506250084,MIROC6,ssp585,r31i1p1f1,tas
2064,292.31635140533086,MIROC6,ssp585,r31i1p1f1,tas
2065,292.5945144454674,MIROC6,ssp585,r31i1p1f1,tas
2066,293.12239169425055,MIROC6,ssp585,r31i1p1f1,tas
2067,293.1301190733199,MIROC6,ssp585,r31i1p1f1,tas
2068,291.6472296351778,MIROC6,ssp585,r31i1p1f1,tas
2069,293.2910782613001,MIROC6,ssp585,r31i1p1f1,tas
2070,292.97316234546014,MIROC6,ssp585,r31i1p1f1,tas
2071,292.6633488883308,MIROC6,ssp585,r31i1p1f1,tas
2072,293.5075423937904,MIROC6,ssp585,r31i1p1f1,tas
2073,293.3727054326662,MIROC6,ssp585,r31i1p1f1,tas
2074,292.8499487239787,MIROC6,ssp585,r31i1p1f1,tas
2075,293.7622947390172,MIROC6,ssp585,r31i1p1f1,tas
2076,292.61530656133306,MIROC6,ssp585,r31i1p1f1,tas
2077,294.0102890636006,MIROC6,ssp585,r31i1p1f1,tas
2078,294.39354130167726,MIROC6,ssp585,r31i1p1f1,tas
2079,294.0782942280877,MIROC6,ssp585,r31i1p1f1,tas
2080,294.33933074463704,MIROC6,ssp585,r31i1p1f1,tas
2081,292.49155564147435,MIROC6,ssp585,r31i1p1f1,tas
2082,294.44081276055226,MIROC6,ssp585,r31i1p1f1,tas
2083,294.77987889420945,MIROC6,ssp585,r31i1p1f1,tas
2084,293.11191338128725,MIROC6,ssp585,r31i1p1f1,tas
2085,293.3025395642767,MIROC6,ssp585,r31i1p1f1,tas
2086,294.1063144724956,MIROC6,ssp585,r31i1p1f1,tas
2087,295.10381476474805,MIROC6,ssp585,r31i1p1f1,tas
2088,293.3726103980843,MIROC6,ssp585,r31i1p1f1,tas
2089,295.08721869967076,MIROC6,ssp585,r31i1p1f1,tas
2090,293.96117864576655,MIROC6,ssp585,r31i1p1f1,tas
2091,294.78788678148373,MIROC6,ssp585,r31i1p1f1,tas
2092,294.8362927225059,MIROC6,ssp585,r31i1p1f1,tas
2093,294.3248690169425,MIROC6,ssp585,r31i1p1f1,tas
2094,294.7115923047683,MIROC6,ssp585,r31i1p1f1,tas
2095,294.65057353808487,MIROC6,ssp585,r31i1p1f1,tas
2096,295.90656951907926,MIROC6,ssp585,r31i1p1f1,tas
2097,296.34043725933867,MIROC6,ssp585,r31i1p1f1,tas
2098,294.96339918727637,MIROC6,ssp585,r31i1p1f1,tas
2099,293.68736934568665,MIROC6,ssp585,r31i1p1f1,tas
2015,289.4865663537318,MIROC6,ssp585,r30i1p1f1,tas
2016,291.06515551988156,MIROC6,ssp585,r30i1p1f1,tas
2017,289.4025997313817,MIROC6,ssp585,r30i1p1f1,tas
2018,289.96263484024615,MIROC6,ssp585,r30i1p1f1,tas
2019,289.3581418851713,MIROC6,ssp585,r30i1p1f1,tas
2020,291.0738578479205,MIROC6,ssp585,r30i1p1f1,tas
2021,289.0056546038914,MIROC6,ssp585,r30i1p1f1,tas
2022,289.4617434424076,MIROC6,ssp585,r30i1p1f1,tas
2023,288.6592045963121,MIROC6,ssp585,r30i1p1f1,tas
2024,290.94907065523,MIROC6,ssp585,r30i1p1f1,tas
2025,291.2063964328969,MIROC6,ssp585,r30i1p1f1,tas
2026,289.75581506065436,MIROC6,ssp585,r30i1p1f1,tas
2027,290.0569216505461,MIROC6,ssp585,r30i1p1f1,tas
2028,290.6230191279628,MIROC6,ssp585,r30i1p1f1,tas
2029,290.7793200128887,MIROC6,ssp585,r30i1p1f1,tas
2030,290.916611450415,MIROC6,ssp585,r30i1p1f1,tas
2031,290.309319911238,MIROC6,ssp585,r30i1p1f1,tas
2032,289.5302055357682,MIROC6,ssp585,r30i1p1f1,tas
2033,289.18399942912157,MIROC6,ssp585,r30i1p1f1,tas
2034,289.1906735100565,MIROC6,ssp585,r30i1p1f1,tas
2035,290.3536548233905,MIROC6,ssp585,r30i1p1f1,tas
2036,291.58092539255296,MIROC6,ssp585,r30i1p1f1,tas
2037,290.5581529489356,MIROC6,ssp585,r30i1p1f1,tas
2038,289.5102081645661,MIROC6,ssp585,r30i1p1f1,tas
2039,289.89449005084776,MIROC6,ssp585,r30i1p1f1,tas
2040,290.4358446815109,MIROC6,ssp585,r30i1p1f1,tas
2041,289.9828062169625,MIROC6,ssp585,r30i1p1f1,tas
2042,290.09100757270045,MIROC6,ssp585,r30i1p1f1,tas
2043,289.42990247112994,MIROC6,ssp585,r30i1p1f1,tas
2044,291.4819870588179,MIROC6,ssp585,r30i1p1f1,tas
2045,291.70005440034066,MIROC6,ssp585,r30i1p1f1,tas
2046,292.1641837849832,MIROC6,ssp585,r30i1p1f1,tas
2047,290.6799016260013,MIROC6,ssp585,r30i1p1f1,tas
2048,292.03204354772015,MIROC6,ssp585,r30i1p1f1,tas
2049,292.0187483691309,MIROC6,ssp585,r30i1p1f1,tas
2050,292.1746489657395,MIROC6,ssp585,r30i1p1f1,tas
2051,291.11889086504766,MIROC6,ssp585,r30i1p1f1,tas
2052,291.6375516343284,MIROC6,ssp585,r30i1p1f1,tas
2053,291.8717798082351,MIROC6,ssp585,r30i1p1f1,tas
2054,292.4545356509503,MIROC6,ssp585,r30i1p1f1,tas
2055,292.90933901703903,MIROC6,ssp585,r30i1p1f1,tas
2056,292.5776683436741,MIROC6,ssp585,r30i1p1f1,tas
2057,291.17454090015775,MIROC6,ssp585,r30i1p1f1,tas
2058,292.37657046668596,MIROC6,ssp585,r30i1p1f1,tas
2059,293.2564938427145,MIROC6,ssp585,r30i1p1f1,tas
2060,292.25974594350095,MIROC6,ssp585,r30i1p1f1,tas
2061,291.4135980977484,MIROC6,ssp585,r30i1p1f1,tas
2062,292.210435098446,MIROC6,ssp585,r30i1p1f1,tas
2063,292.99049296394634,MIROC6,ssp585,r30i1p1f1,tas
2064,293.60041660916363,MIROC6,ssp585,r30i1p1f1,tas
2065,293.22839900753996,MIROC6,ssp585,r30i1p1f1,tas
2066,291.30248561648403,MIROC6,ssp585,r30i1p1f1,tas
2067,292.3473994598974,MIROC6,ssp585,r30i1p1f1,tas
2068,292.68489015628603,MIROC6,ssp585,r30i1p1f1,tas
2069,293.8734218410938,MIROC6,ssp585,r30i1p1f1,tas
2070,292.0496904414177,MIROC6,ssp585,r30i1p1f1,tas
2071,292.65101700095875,MIROC6,ssp585,r30i1p1f1,tas
2072,293.90915871067216,MIROC6,ssp585,r30i1p1f1,tas
2073,293.4903745338176,MIROC6,ssp585,r30i1p1f1,tas
2074,294.10060404324,MIROC6,ssp585,r30i1p1f1,tas
2075,293.91825247578,MIROC6,ssp585,r30i1p1f1,tas
2076,293.2556743487054,MIROC6,ssp585,r30i1p1f1,tas
2077,292.90665245702473,MIROC6,ssp585,r30i1p1f1,tas
2078,292.1155301792656,MIROC6,ssp585,r30i1p1f1,tas
2079,293.98856013064665,MIROC6,ssp585,r30i1p1f1,tas
2080,293.89958539944286,MIROC6,ssp585,r30i1p1f1,tas
2081,293.8402053525998,MIROC6,ssp585,r30i1p1f1,tas
2082,292.6452148930264,MIROC6,ssp585,r30i1p1f1,tas
2083,293.67633710826334,MIROC6,ssp585,r30i1p1f1,tas
2084,294.4186862248677,MIROC6,ssp585,r30i1p1f1,tas
2085,294.21673659602794,MIROC6,ssp585,r30i1p1f1,tas
2086,294.26726125916736,MIROC6,ssp585,r30i1p1f1,tas
2087,294.6778159932055,MIROC6,ssp585,r30i1p1f1,tas
2088,294.76790803017894,MIROC6,ssp585,r30i1p1f1,tas
2089,292.841237178438,MIROC6,ssp585,r30i1p1f1,tas
2090,293.9300057757522,MIROC6,ssp585,r30i1p1f1,tas
2091,294.8127941763434,MIROC6,ssp585,r30i1p1f1,tas
2092,294.7645365502936,MIROC6,ssp585,r30i1p1f1,tas
2093,295.23062735149523,MIROC6,ssp585,r30i1p1f1,tas
2094,295.0800004386934,MIROC6,ssp585,r30i1p1f1,tas
2095,295.79267270962004,MIROC6,ssp585,r30i1p1f1,tas
2096,295.1576266118606,MIROC6,ssp585,r30i1p1f1,tas
2097,295.5041578343957,MIROC6,ssp585,r30i1p1f1,tas
2098,294.849464132559,MIROC6,ssp585,r30i1p1f1,tas
2099,296.17580703465904,MIROC6,ssp585,r30i1p1f1,tas
2015,290.04971876877744,MIROC6,ssp585,r24i1p1f1,tas
2016,289.8074889572943,MIROC6,ssp585,r24i1p1f1,tas
2017,289.5876354578235,MIROC6,ssp585,r24i1p1f1,tas
2018,289.10879919101507,MIROC6,ssp585,r24i1p1f1,tas
2019,289.8796124245486,MIROC6,ssp585,r24i1p1f1,tas
2020,288.9212867499598,MIROC6,ssp585,r24i1p1f1,tas
2021,289.6710138276228,MIROC6,ssp585,r24i1p1f1,tas
2022,290.360159557995,MIROC6,ssp585,r24i1p1f1,tas
2023,289.7405307479756,MIROC6,ssp585,r24i1p1f1,tas
2024,289.6739146522002,MIROC6,ssp585,r24i1p1f1,tas
2025,290.0002817344649,MIROC6,ssp585,r24i1p1f1,tas
2026,290.89200100377303,MIROC6,ssp585,r24i1p1f1,tas
2027,289.76957446954066,MIROC6,ssp585,r24i1p1f1,tas
2028,290.52529402219903,MIROC6,ssp585,r24i1p1f1,tas
2029,289.8458082217844,MIROC6,ssp585,r24i1p1f1,tas
2030,290.41696197985783,MIROC6,ssp585,r24i1p1f1,tas
2031,290.6492727629313,MIROC6,ssp585,r24i1p1f1,tas
2032,290.236343620317,MIROC6,ssp585,r24i1p1f1,tas
2033,290.4196330248337,MIROC6,ssp585,r24i1p1f1,tas
2034,289.57381825868464,MIROC6,ssp585,r24i1p1f1,tas
2035,289.0663458338725,MIROC6,ssp585,r24i1p1f1,tas
2036,290.18136652817424,MIROC6,ssp585,r24i1p1f1,tas
2037,289.66922187732706,MIROC6,ssp585,r24i1p1f1,tas
2038,289.4673366124899,MIROC6,ssp585,r24i1p1f1,tas
2039,290.3941606710875,MIROC6,ssp585,r24i1p1f1,tas
2040,289.5506689922434,MIROC6,ssp585,r24i1p1f1,tas
2041,291.7442634800448,MIROC6,ssp585,r24i1p1f1,tas
2042,291.13449541478775,MIROC6,ssp585,r24i1p1f1,tas
2043,291.5933494038372,MIROC6,ssp585,r24i1p1f1,tas
2044,291.3062712399317,MIROC6,ssp585,r24i1p1f1,tas
2045,290.84440830297973,MIROC6,ssp585,r24i1p1f1,tas
2046,290.92976618422125,MIROC6,ssp585,r24i1p1f1,tas
2047,290.9074275221975,MIROC6,ssp585,r24i1p1f1,tas
2048,290.98601234709156,MIROC6,ssp585,r24i1p1f1,tas
2049,291.4552806498709,MIROC6,ssp585,r24i1p1f1,tas
2050,290.714634433425,MIROC6,ssp585,r24i1p1f1,tas
2051,292.0249954203784,MIROC6,ssp585,r24i1p1f1,tas
2052,292.00659674224704,MIROC6,ssp585,r24i1p1f1,tas
2053,292.0678428827428,MIROC6,ssp585,r24i1p1f1,tas
2054,292.1683900970759,MIROC6,ssp585,r24i1p1f1,tas
2055,292.05592619380224,MIROC6,ssp585,r24i1p1f1,tas
2056,292.5635758635363,MIROC6,ssp585,r24i1p1f1,tas
2057,292.11690064111383,MIROC6,ssp585,r24i1p1f1,tas
2058,291.7412512338167,MIROC6,ssp585,r24i1p1f1,tas
2059,291.9129141047775,MIROC6,ssp585,r24i1p1f1,tas
2060,292.2778978679915,MIROC6,ssp585,r24i1p1f1,tas
2061,291.94351084495077,MIROC6,ssp585,r24i1p1f1,tas
2062,293.12422947138197,MIROC6,ssp585,r24i1p1f1,tas
2063,292.88240218685684,MIROC6,ssp585,r24i1p1f1,tas
2064,292.6781091391739,MIROC6,ssp585,r24i1p1f1,tas
2065,290.96371376115525,MIROC6,ssp585,r24i1p1f1,tas
2066,292.9670664232152,MIROC6,ssp585,r24i1p1f1,tas
2067,292.5169940503744,MIROC6,ssp585,r24i1p1f1,tas
2068,292.9432933030207,MIROC6,ssp585,r24i1p1f1,tas
2069,292.46082914242953,MIROC6,ssp585,r24i1p1f1,tas
2070,291.85806510852274,MIROC6,ssp585,r24i1p1f1,tas
2071,292.75313448042476,MIROC6,ssp585,r24i1p1f1,tas
2072,293.7380381592636,MIROC6,ssp585,r24i1p1f1,tas
2073,292.6929793525513,MIROC6,ssp585,r24i1p1f1,tas
2074,292.9789031075518,MIROC6,ssp585,r24i1p1f1,tas
2075,292.33791137613986,MIROC6,ssp585,r24i1p1f1,tas
2076,292.6983830278765,MIROC6,ssp585,r24i1p1f1,tas
2077,292.8955875686091,MIROC6,ssp585,r24i1p1f1,tas
2078,293.1770333698002,MIROC6,ssp585,r24i1p1f1,tas
2079,294.3070358678846,MIROC6,ssp585,r24i1p1f1,tas
2080,294.14045834636073,MIROC6,ssp585,r24i1p1f1,tas
2081,294.435263622058,MIROC6,ssp585,r24i1p1f1,tas
2082,292.74935598845394,MIROC6,ssp585,r24i1p1f1,tas
2083,294.9381859235776,MIROC6,ssp585,r24i1p1f1,tas
2084,293.05677775745124,MIROC6,ssp585,r24i1p1f1,tas
2085,293.4070459979171,MIROC6,ssp585,r24i1p1f1,tas
2086,294.1315790640564,MIROC6,ssp585,r24i1p1f1,tas
2087,293.06559303711987,MIROC6,ssp585,r24i1p1f1,tas
2088,292.9569831761356,MIROC6,ssp585,r24i1p1f1,tas
2089,293.3636093992281,MIROC6,ssp585,r24i1p1f1,tas
2090,295.0009081369053,MIROC6,ssp585,r24i1p1f1,tas
2091,294.4892230713284,MIROC6,ssp585,r24i1p1f1,tas
2092,294.4099518203168,MIROC6,ssp585,r24i1p1f1,tas
2093,295.14819077180937,MIROC6,ssp585,r24i1p1f1,tas
2094,294.29970262846797,MIROC6,ssp585,r24i1p1f1,tas
2095,295.41929290860804,MIROC6,ssp585,r24i1p1f1,tas
2096,295.4101255171658,MIROC6,ssp585,r24i1p1f1,tas
2097,295.3886418932789,MIROC6,ssp585,r24i1p1f1,tas
2098,294.6520787218437,MIROC6,ssp585,r24i1p1f1,tas
2099,294.59654208088983,MIROC6,ssp585,r24i1p1f1,tas
2015,289.6592122164413,MIROC6,ssp585,r36i1p1f1,tas
2016,289.78301609657586,MIROC6,ssp585,r36i1p1f1,tas
2017,288.98314658273904,MIROC6,ssp585,r36i1p1f1,tas
2018,289.1593921969844,MIROC6,ssp585,r36i1p1f1,tas
2019,289.3228422422862,MIROC6,ssp585,r36i1p1f1,tas
2020,290.0815279574817,MIROC6,ssp585,r36i1p1f1,tas
2021,290.54638187261213,MIROC6,ssp585,r36i1p1f1,tas
2022,290.6444033451681,MIROC6,ssp585,r36i1p1f1,tas
2023,289.4907374671264,MIROC6,ssp585,r36i1p1f1,tas
2024,290.2758445274185,MIROC6,ssp585,r36i1p1f1,tas
2025,290.2533248677928,MIROC6,ssp585,r36i1p1f1,tas
2026,290.1781124265376,MIROC6,ssp585,r36i1p1f1,tas
2027,288.9339790047445,MIROC6,ssp585,r36i1p1f1,tas
2028,289.20049117196356,MIROC6,ssp585,r36i1p1f1,tas
2029,289.8356605428114,MIROC6,ssp585,r36i1p1f1,tas
2030,290.3447781228405,MIROC6,ssp585,r36i1p1f1,tas
2031,291.16922218779945,MIROC6,ssp585,r36i1p1f1,tas
2032,290.62146114382125,MIROC6,ssp585,r36i1p1f1,tas
2033,288.9814430647236,MIROC6,ssp585,r36i1p1f1,tas
2034,290.38759405553435,MIROC6,ssp585,r36i1p1f1,tas
