year,ann_agg,esm,experiment,ensemble,variable
2025,284.0851612838412,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2026,283.4105451421854,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2027,283.9595017910807,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2028,283.01475168732264,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2029,282.5875332180969,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2030,283.21848118713024,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2031,283.184538326789,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2032,284.22346870063427,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2033,283.4012181275274,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2034,283.48801430432695,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2035,284.3594165243522,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2036,284.07458835920505,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2037,283.08934857738,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2038,283.84391137572476,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2039,283.5093624193151,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2040,283.33840664767246,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2041,284.0437955102324,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2042,283.8182292334804,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2043,284.2184617136608,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2044,283.08423040856104,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2045,283.43563145178024,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2046,284.3956855388478,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2047,283.7531524229186,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2048,282.92048933070674,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2049,283.0950323053447,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2050,283.2657431237138,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2051,284.14130858091096,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2052,284.05017684295876,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2053,283.22554176753334,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2054,283.4353720678481,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2055,283.8880577351486,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2056,283.68301589170557,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2057,283.76331629093823,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2058,283.7403392051705,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2059,282.82471778494545,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2060,283.8229450471296,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2061,283.44801777756277,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2062,283.40376570140495,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2063,283.2927430849764,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2064,284.10838678959453,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2065,284.0090399752441,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2066,282.6054182300663,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2067,283.9066802034867,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2068,283.18242090311276,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2069,282.40852705216236,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2070,284.32712296575755,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2071,284.38132717377727,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2072,283.95081330822507,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2073,284.3941922412157,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2074,284.3243564735913,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2075,283.771956544819,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2076,283.77813608222726,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2077,283.8840511414752,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2078,284.08253657135356,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2079,284.0747865542548,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2080,284.03382027594057,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2081,283.6027778070414,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2082,284.1798418468712,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2083,284.28688846977695,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2084,284.75317006160145,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2085,284.6997929932289,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2086,283.70449484637885,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2087,283.90983320179544,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2088,283.9595529750707,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2089,284.02184631915344,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2090,283.74618074421016,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2091,284.433292028763,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2092,283.67200713834984,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2093,283.357711800711,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2094,282.9807634414979,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2095,283.69092825278506,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2096,283.6746945300732,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2097,283.51386823609624,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2098,283.9248823111128,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2099,283.2800790588983,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2015,282.717186147426,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2016,282.6362695944042,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2017,283.5548158092253,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2018,283.4740157045764,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2019,283.83407391701064,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2020,283.3292018620499,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2021,283.15888693062203,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2022,283.5736877549936,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2023,283.35885813897164,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2024,283.15372246389194,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2025,283.9470230988669,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2026,283.0361745952219,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2027,283.648287170637,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2028,282.88071541029643,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2029,283.3764240091487,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2030,284.052436157934,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2031,283.47289044079525,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2032,283.87584383896456,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2033,282.74413291478885,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2034,282.80894297630215,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2035,283.0371443030036,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2036,284.3086453493497,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2037,283.55074265383126,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2038,283.88726949738606,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2039,283.5284543367987,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2040,283.59441536263944,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2041,283.7421910331878,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2042,284.6066504282476,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2043,283.1505792537841,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2044,282.8964236711012,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2045,284.03670904947336,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2046,284.7970049210631,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2047,283.4240487270317,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2048,283.28818807188725,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2049,282.9455981474584,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2050,283.8323990043987,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2051,283.6481379089899,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2052,283.9815711621263,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2053,283.35927066774656,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2054,282.9628606893539,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2055,283.64293433857773,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2056,283.6544403504768,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2057,283.15027354112055,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2058,283.854648207306,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2059,283.75724301384963,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2060,284.1516039647672,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2061,283.8580131578234,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2062,282.4309943549547,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2063,283.58924428202874,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2064,283.0020524774628,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2065,284.0843239929042,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2066,282.86810482846255,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2067,283.1959004247496,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2068,283.73277182953734,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2069,282.3120793039986,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2070,284.437893750907,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2071,283.77573586251384,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2072,283.1934037298125,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2073,283.24858407078307,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2074,283.0841524452747,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2075,283.3521768671226,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2076,283.19611423631886,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2077,283.34601506561324,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2078,284.7233418875688,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2079,284.062696019755,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2080,284.09276835422344,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2081,284.14866112501664,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2082,284.58535024943194,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2083,283.4309637006943,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2084,282.1975630209162,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2085,283.38703151736036,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2086,283.6312872929663,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2087,283.93125946870083,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2088,283.38879879080673,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2089,283.8845519820261,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2090,283.85171740256857,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2091,284.27840629938464,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2092,284.2522657462417,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2093,283.89519995977383,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2094,284.1720917101975,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2095,283.3172289106874,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2096,282.52798924871314,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2097,283.7635158550198,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2098,284.0735991621126,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2099,283.0744116067527,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2015,283.4196789170815,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2016,282.7891568724093,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2017,283.2426750275894,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2018,282.2841481222735,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2019,283.38059306450447,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2020,283.8546694712172,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2021,283.47537992387146,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2022,284.3254626464065,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2023,284.6174154864317,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2024,282.9183770410655,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2025,283.5102328820647,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2026,283.0667609095419,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2027,283.9797425496099,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2028,282.457016015378,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2029,283.4735855633253,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2030,283.78634806103906,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2031,283.45314763054375,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2032,284.1289749081246,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2033,283.46911357295966,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2034,283.52617883838644,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2035,284.00122653743557,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2036,283.6541641595018,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2037,284.4401615344099,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2038,283.9846659663531,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2039,283.91869682066533,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2040,282.9571484293121,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2041,284.5107388397257,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2042,283.9370422450391,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2043,283.4222059063335,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2044,283.0685404451679,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2045,284.7200430757394,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2046,284.2369159715584,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2047,283.85777282024975,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2048,284.0003798987611,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2049,283.67318004318287,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2050,284.70855934828876,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2051,284.5140151521856,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2052,284.87173549608866,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2053,284.3446092748743,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2054,283.60735570380683,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2055,284.4413287603871,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2056,283.7745184711645,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2057,284.65068921844716,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2058,283.98713155125415,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2059,284.6549210148037,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2060,284.6750339805476,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2061,284.5881860030857,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2062,284.6438408419723,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2063,284.29063681279297,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2064,285.00133026924675,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2065,284.12846246554057,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2066,284.8732506043879,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2067,284.838059752329,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2068,284.5304586527584,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2069,283.9089841942278,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2070,284.6762175864815,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2071,285.1675608975889,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2072,284.5500803585797,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2073,285.1024063274755,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2074,285.4163684033072,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2075,284.62614527592433,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2076,284.97723091107827,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2077,285.2732235276487,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2078,285.1096719317955,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2079,284.55990374123206,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2080,284.62444524260366,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2081,285.2308227369859,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2082,284.5695063045052,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2083,283.64147345765855,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2084,284.3689851365018,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2085,284.8845281982362,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2086,285.5947113549048,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2087,285.0153749915015,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2088,284.5457098528447,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2089,284.28723613390576,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2090,284.29262156998703,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2091,284.70918799325153,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2092,285.02504902264576,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2093,284.2439552999211,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2094,283.872923998296,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2095,284.21597434897933,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2096,285.20763736877734,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2097,284.3745344010468,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2098,285.0930595333892,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2099,284.258435245542,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2015,283.25182032474817,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2016,282.89006077768136,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2017,283.05595172602676,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2018,283.28455572662193,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2019,283.8390858345106,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2020,283.68568313717157,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2021,283.20549185657313,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2022,283.6995573139268,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2023,282.6223203004616,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2024,283.1689047168046,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2025,283.23292597097895,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2026,282.5098888570541,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2027,283.5993205901377,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2028,283.9472799143105,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2029,283.6911301287182,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2030,283.57493056532456,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2031,284.10176913015846,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2032,283.07607804052714,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2033,284.10624629557714,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2034,282.8796639972714,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2035,283.61240665483484,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2036,283.1437762617606,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2037,284.0425092789755,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2038,283.905775381153,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2039,283.58839543546964,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2040,284.15633923505266,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2041,284.5213186877502,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2042,283.2359378529016,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2043,283.6085480419778,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2044,282.7261704345861,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2045,284.11948841166515,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2046,283.70776641490517,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2047,284.1212457518957,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2048,283.6874078680102,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2049,283.0170084046187,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2050,283.7960747056487,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2051,284.6207563616582,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2052,284.02168541583575,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2053,284.8991340316443,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2054,283.6340178117568,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2055,283.8297108590687,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2056,283.74644191184876,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2057,284.0811222503226,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2058,284.2034201488439,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2059,283.26447260886135,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2060,284.4350531271196,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2061,284.7640420419223,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2062,284.48178567998923,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2063,283.93001038756375,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2064,283.2521616177255,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2065,283.69045648849766,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2066,284.7945141124308,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2067,285.18139602720817,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2068,284.3898845973159,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2069,284.2798601758541,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2070,284.62295962475275,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
