esm,experiment,ens_avg,ens_avg_iasd,ens_avg_sd,var
CESM2-WACCM,historical,2.387238050849943e-05,2.710981944493803e-06,1.921309834063341e-06,pr
CESM2-WACCM,ssp126,2.5465889015735134e-05,2.578069102191019e-06,1.9096389401998885e-06,pr
CESM2-WACCM,ssp245,2.5469964632180506e-05,2.9156353204524044e-06,2.186961522035514e-06,pr
CESM2-WACCM,ssp370,2.471766456852756e-05,2.8764160790402104e-06,2.1808093915625534e-06,pr
CESM2-WACCM,ssp585,2.583864792662649e-05,2.787310976613419e-06,2.2605784957516965e-06,pr
CESM2-WACCM,ssp460,-999.0,-999.0,-999.0,pr
CESM2-WACCM,ssp119,-999.0,-999.0,-999.0,pr
CESM2-WACCM,ssp434,-999.0,-999.0,-999.0,pr
CESM2-WACCM,ssp534-over,2.5913198310667147e-05,2.740232036849879e-06,1.9647041100618456e-06,pr
UKESM1-0-LL,historical,2.690801455621028e-05,2.7927422896295114e-06,1.9754623940224605e-06,pr
UKESM1-0-LL,ssp126,2.853207912015575e-05,2.7117742703399483e-06,2.1104962621745605e-06,pr
UKESM1-0-LL,ssp245,2.8747083289826073e-05,2.8367763873070275e-06,2.23440647145366e-06,pr
UKESM1-0-LL,ssp370,2.8788181963015513e-05,2.9584204529451287e-06,2.4705618149170943e-06,pr
UKESM1-0-LL,ssp585,2.9054573330390633e-05,2.9633554969941276e-06,2.676515494020151e-06,pr
UKESM1-0-LL,ssp460,-999.0,-999.0,-999.0,pr
UKESM1-0-LL,ssp119,2.856297020264735e-05,2.7944649445523574e-06,2.241986366235516e-06,pr
UKESM1-0-LL,ssp434,2.8597159237565968e-05,3.0157284293149814e-06,2.399591204036071e-06,pr
UKESM1-0-LL,ssp534-over,2.9310775211840073e-05,3.0917673702882426e-06,2.2379940376403314e-06,pr
CanESM5,historical,2.549433243782558e-05,2.5713038117246937e-06,1.930032526332727e-06,pr
CanESM5,ssp126,2.7029576751816663e-05,2.701449154243281e-06,2.047475695484643e-06,pr
CanESM5,ssp245,2.7101783656798745e-05,2.8277531671956908e-06,2.176908478859773e-06,pr
CanESM5,ssp370,2.7229220785133577e-05,2.8818703584980348e-06,2.2801866795472606e-06,pr
CanESM5,ssp585,2.7718168980234876e-05,3.023482877774474e-06,2.467938783093812e-06,pr
CanESM5,ssp460,2.7431095871303804e-05,2.7630804992734798e-06,2.1493941853020245e-06,pr
CanESM5,ssp119,2.692410856243623e-05,2.6947490045838985e-06,2.0369768080684105e-06,pr
CanESM5,ssp434,2.731274698321327e-05,2.8578799948724836e-06,2.249954725832582e-06,pr
CanESM5,ssp534-over,2.772126834297719e-05,2.9654242747709272e-06,2.161901275604343e-06,pr
