year,ann_agg,esm,experiment,ensemble,variable
2045,288.31944822144226,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2046,288.2013522129135,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2047,288.4194474604351,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2048,288.3484570466031,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2049,287.8307494866144,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2050,288.1117652521805,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2051,288.24789213287664,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2052,288.29508692530317,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2053,288.2592506608348,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2054,288.1010614821569,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2055,287.97084729695536,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2056,288.3215423142961,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2057,288.3698976730554,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2058,288.3060483313327,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2059,288.2332726197597,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2060,288.33653954313786,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2061,288.3800294788636,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2062,288.3393558150881,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2063,288.4328438706736,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2064,288.2108641939521,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2065,288.2782209072656,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2066,288.42731211691853,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2067,288.36451197481864,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2068,288.2637107718145,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2069,288.13479483506296,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2070,288.30763164085624,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2071,288.4146340026736,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2072,288.35022119017543,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2073,288.51233081521474,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2074,288.51528037323936,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2075,288.3039614180073,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2076,288.50668916511455,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2077,288.5929255148588,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2078,288.46313596266435,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2079,288.11126755702276,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2080,288.22101092933013,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2081,288.4509291172313,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2082,288.4476225806688,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2083,288.51582571661345,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2084,288.3730809651407,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2085,288.4624856245958,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2086,288.4475217610896,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2087,288.52234547656593,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2088,288.4601693994031,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2089,288.1998628840554,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2090,288.3954521962769,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2091,288.4076503559308,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2092,288.40812089763966,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2093,288.1910839556658,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2094,288.0072848775758,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2095,288.0665892428379,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2096,288.2411363471061,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2097,288.47675124646423,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2098,288.26490880527587,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2099,288.16672712893495,CAMS-CSM1-0,ssp126,r1i1p1f1,tas
2015,287.68916275036867,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2016,287.63964825459794,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2017,287.8527680012451,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2018,287.8912693693544,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2019,287.9719467727128,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2020,288.0115674760153,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2021,287.99219615186934,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2022,288.02721675027004,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2023,287.98851167097297,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2024,288.10110500513645,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2025,287.8986068954518,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2026,288.05299150234487,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2027,288.03301087398364,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2028,287.9046577346625,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2029,287.7724513168875,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2030,287.7803858999811,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2031,288.0496670240489,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2032,288.02328558203453,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2033,287.87851676649296,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2034,287.73085383817016,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2035,287.7440227743023,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2036,287.92523503619293,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2037,288.07041532169893,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2038,288.13433750907706,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2039,288.06074095904376,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2040,288.1498279711382,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2041,288.27104754886153,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2042,288.37322932543356,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2043,288.20696337375085,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2044,288.0364899429441,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2045,288.12268565992605,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2046,288.2192408004619,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2047,288.364641139719,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2048,288.272962572073,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2049,288.0110483374446,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2050,288.05038446224506,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2051,288.3783132432041,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2052,288.3027800985491,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2053,288.10477596965876,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2054,288.0484864639581,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2055,288.0560312542516,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2056,288.2134012701503,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2057,288.39856938381513,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2058,288.4605740393818,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2059,288.37657290492825,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2060,288.3606928069837,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2061,288.39653975950864,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2062,288.41866780424635,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2063,288.19381408526317,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2064,288.07998009451154,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2065,288.1297533273621,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2066,288.24283928484573,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2067,288.30674810837843,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2068,288.17796034984906,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2069,288.0470807144226,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2070,288.1589944736984,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2071,288.38550007136024,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2072,288.4869044561752,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2073,288.2365831443439,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2074,288.1550092782607,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2075,287.92933315052625,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2076,288.3596794819827,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2077,288.3346844592071,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2078,288.31670455221837,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2079,288.56522722759547,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2080,288.4968112214242,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2081,288.53596372743493,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2082,288.5106528562884,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2083,288.1961340976639,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2084,287.99582053340407,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2085,288.4011699342163,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2086,288.3012824971603,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2087,288.2980171655364,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2088,288.22599446606216,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2089,288.0985274355491,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2090,288.08945267930727,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2091,288.37803537324663,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2092,288.3632689523991,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2093,288.25693943754396,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2094,288.134371227126,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2095,288.17505521875484,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2096,288.34305684777723,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2097,288.33351560935535,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2098,288.39074458236325,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2099,288.35365791612077,CAMS-CSM1-0,ssp126,r2i1p1f1,tas
2015,287.80624857066874,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2016,287.86759430399826,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2017,287.76361860275034,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2018,287.8612035661841,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2019,287.9186863322696,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2020,288.0110631420621,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2021,288.1007845068056,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2022,288.0050919724229,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2023,287.8662114634349,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2024,287.9704790522803,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2025,288.0368103037149,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2026,287.9497836745428,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2027,288.0956457140909,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2028,287.9554025178156,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2029,287.88124107152584,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2030,287.83521536863867,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2031,288.18218808101875,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2032,288.21371735899965,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2033,288.1003664073899,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2034,287.9116185472189,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2035,287.96266129297163,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2036,288.171953059189,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2037,288.1090679429971,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2038,288.10939437353437,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2039,288.2475440783913,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2040,288.41714279615564,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2041,288.1883000337378,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2042,288.29402231588466,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2043,288.3725384534628,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2044,288.24642625249106,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2045,288.29394350595686,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2046,288.19824937593955,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2047,288.51240792561333,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2048,288.4396934424373,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2049,288.45686169328013,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2050,288.4002583167267,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2051,288.6844118452303,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2052,288.7388180710828,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2053,288.61933511213573,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2054,288.60331889534535,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2055,288.638115434905,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2056,288.5509086540939,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2057,288.60812187866406,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2058,288.70016263650365,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2059,288.75837558499825,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2060,288.6373017371737,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2061,288.8217951532883,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2062,288.7923852876375,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2063,288.7476630467292,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2064,288.89266863408585,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2065,288.82045306610684,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2066,288.86038184591786,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2067,288.81689372811917,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2068,288.76956874345217,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2069,288.8798610606732,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2070,288.95120398955413,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2071,288.9584398645272,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2072,289.05818137639534,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2073,288.97807009101655,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2074,289.0139045097539,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2075,288.98535689296517,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2076,289.07010344031835,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2077,288.8445077475995,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2078,288.9966164249349,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2079,288.7822178803627,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2080,288.95200504692696,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2081,288.85117940729424,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2082,289.1258828523299,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2083,288.89668392877974,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2084,288.82153764287835,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2085,288.7648024700572,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2086,289.05850760783613,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2087,289.1869705591625,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2088,288.890480899419,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2089,288.98600406823886,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2090,289.0087407248803,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2091,288.8966959464496,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2092,289.0300175405548,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2093,289.00847637412045,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2094,288.83663430992834,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2095,288.96394340006117,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2096,289.0477423407775,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2097,289.1774614237247,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2098,289.03595811128594,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2099,288.9371458159423,CAMS-CSM1-0,ssp245,r1i1p1f1,tas
2015,287.70506523527087,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2016,287.7788047284612,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2017,287.7852093368283,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2018,287.87439810992106,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2019,287.88605535748695,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2020,287.9786345847098,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2021,287.82680526658027,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2022,288.013571069742,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2023,288.0206215623054,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2024,287.9123474380993,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2025,288.0269953207598,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2026,288.1265351091866,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2027,287.871606902907,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2028,288.02609344714784,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2029,288.2361367095041,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2030,288.11128861203093,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2031,288.29001580408266,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2032,288.28365640606967,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2033,287.9908291626333,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2034,288.03276270556097,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2035,288.1139572157727,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2036,288.185302098133,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2037,288.3903853510007,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2038,288.1716979103457,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2039,288.0334310785627,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2040,288.02792174578184,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2041,288.24352090737597,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2042,288.37155163317846,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2043,287.93207266006806,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2044,287.96800067695773,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2045,288.1568670928804,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2046,288.2635657507721,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2047,288.44825580743264,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2048,288.30949103684276,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2049,288.1944857226926,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2050,288.34945188060004,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2051,288.318264279413,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2052,288.41770843620503,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2053,288.4685490554784,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2054,288.63252707427927,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2055,288.6058260871737,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2056,288.56675521227174,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2057,288.70093442579434,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2058,288.54408606182375,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2059,288.5242896209374,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2060,288.5057124397247,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2061,288.6359728973328,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2062,288.69120756759554,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2063,288.59584761853046,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2064,288.46400333588736,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2065,288.62589230605107,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2066,288.75029074306195,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2067,288.65088961218095,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2068,288.8328356591096,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2069,288.8313726122383,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
2070,288.8909391949348,CAMS-CSM1-0,ssp245,r2i1p1f1,tas
